1,0.00036288285999034996
2,0.0005989747597050154
3,0.00080089899001905
4,0.0010232041600102093
5,0.0012520016299822601
6,0.0014960673897439847
7,0.0017306031797852484
8,0.0019745064302696845
9,0.00224855997996201
10,0.0024148125399369746
11,0.0027523062198088156
12,0.002861125059789629
13,0.003258001539797988
14,0.003578189949912485
15,0.0036080609299460773
16,0.0039620720699531375
17,0.004210514450060146
18,0.004589255250066344
19,0.004919655590092589
20,0.005580321860143158
21,0.005495448379770096
22,0.005861718310079596
23,0.006391231849920587
24,0.006656498210031714
